"Uniprot","Genes","Pathways"
"O43815","STRN","Cluster 3"
"O43818","RRP9","Cluster 4"
"O43819","SCO2","Cluster 5"
"O43823","AKAP8","Cluster 5"
"O43824","GTPBP6","Cluster 4"
"O43829","ZBTB14","Cluster 5"
"O43837","IDH3B","Cluster 4"
"O43854","EDIL3","Cluster 3"
"O43861","ATP9B","Cluster 4"
"O43865","AHCYL1","Cluster 2"
"O43896","KIF1C","Cluster 2"
"O43900","PRICKLE3","Cluster 3"
"O43903","GAS2","Cluster 3"
"O43909","EXTL3","Cluster 4"
"O43913","ORC5","Cluster 4"
"O43920","NDUFS5","Cluster 5"
"O43924","PDE6D","Cluster 3"
"O43929","ORC4","Cluster 4"
"O43933","PEX1","Cluster 4"
"O43934","MFSD11","Cluster 4"
"O60216","RAD21","Cluster 5"
"O60218","AKR1B10","Cluster 3"
"O60220","TIMM8A","Cluster 5"
"O60229","KALRN","Cluster 3"
"O60231","DHX16","Cluster 4"
"O60234","GMFG","Cluster 3"
"O60237","PPP1R12B","Cluster 3"
"O60238","BNIP3L","Cluster 3"
"O60239","SH3BP5","Cluster 3"
"O60243","HS6ST1","Cluster 3"
"O60244","MED14","Cluster 4"
"O60248","SOX15","Cluster 3"
"O60256","PRPSAP2","Cluster 2"
"O60262","GNG7","Cluster 3"
"O60264","SMARCA5","Cluster 4"
"O60266","ADCY3","Cluster 4"
"O60268","KIAA0513","Cluster 3"
"O60271","SPAG9","Cluster 2"
"O60279","SUSD5","Cluster 3"
"O60281","ZNF292","Cluster 4"
"O60282","KIF5C","Cluster 3"
"O60287","URB1","Cluster 4"
"O60292","SIPA1L3","Cluster 4"
"O60293","ZFC3H1","Cluster 4"
"O60294","LCMT2","Cluster 3"
"O60296","TRAK2","Cluster 3"
"O60299","LZTS3","Cluster 3"
"O60303","KIAA0556","Cluster 3"
"O60306","AQR","Cluster 4"
"O60312","ATP10A","Cluster 3"
"O60318","MCM3AP","Cluster 4"
"O60336","MAPKBP1","Cluster 3"
"O60337","MARCH6","Cluster 4"
"O60341","KDM1A","Cluster 4"
"O60346","PHLPP1","Cluster 3"
"O60347","TBC1D12","Cluster 3"
"O60353","FZD6","Cluster 3"
"O60427","FADS1","Cluster 4"
"O60437","PPL","Cluster 1"
"O60443","GSDME","Cluster 3"
"O60462","NRP2","Cluster 3"
"O60476","MAN1A2","Cluster 4"
"O60486","PLXNC1","Cluster 4"
"O60487","MPZL2","Cluster 3"
"O60488","ACSL4","Cluster 3"
"O60493","SNX3","Cluster 1"
"O60496","DOK2","Cluster 3"
"O60499","STX10","Cluster 4"
"O60502","OGA","Cluster 2"
"O60503","ADCY9","Cluster 3"
"O60504","SORBS3","Cluster 3"
"O60506","SYNCRIP","Cluster 3"
"O60507","TPST1","Cluster 3"
"O60508","CDC40","Cluster 4"
"O60512","B4GALT3","Cluster 5"
"O60513","B4GALT4","Cluster 4"
"O60518","RANBP6","Cluster 4"
"O60524","NEMF","Cluster 2"
"O60547","GMDS","Cluster 2"
"O60551","NMT2","Cluster 2"
"O60563","CCNT1","Cluster 5"
"O60568","PLOD3","Cluster 4"
"O60573","EIF4E2","Cluster 2"
"O60583","CCNT2","Cluster 4"
"O60603","TLR2","Cluster 3"
"O60610","DIAPH1","Cluster 2"
"O60613","SELENOF","Cluster 5"
"O60635","TSPAN1","Cluster 1"
"O60637","TSPAN3","Cluster 3"
"O60658","PDE8A","Cluster 4"
"O60664","PLIN3","Cluster 1"
"O60669","SLC16A7","Cluster 3"
"O60671","RAD1","Cluster 2"
"O60673","REV3L","Cluster 4"
"O60674","JAK2","Cluster 3"
"O60675","MAFK","Cluster 5"
"O60678","PRMT3","Cluster 2"
"O60683","PEX10","Cluster 4"
"O60684","KPNA6","Cluster 2"
"O60701","UGDH","Cluster 3"
"O60704","TPST2","Cluster 4"
"O60725","ICMT","Cluster 4"
"O60732","MAGEC1","Cluster 3"
"O60749","SNX2","Cluster 2"
"O60762","DPM1","Cluster 4"
"O60763","USO1","Cluster 2"
"O60783","MRPS14","Cluster 4"
"O60825","PFKFB2","Cluster 3"
"O60826","CCDC22","Cluster 2"
"O60828","PQBP1","Cluster 5"
"O60830","TIMM17B","Cluster 3"
"O60831","PRAF2","Cluster 3"
"O60832","DKC1","Cluster 4"
"O60840","CACNA1F","Cluster 3"
"O60841","EIF5B","Cluster 2"
"O60861","GAS7","Cluster 3"
"O60869","EDF1","Cluster 1"
"O60870","KIN","Cluster 3"
"O60884","DNAJA2","Cluster 1"
"O60885","BRD4","Cluster 5"
"O60890","OPHN1","Cluster 3"
"O60902","SHOX2","Cluster 3"
"O60906","SMPD2","Cluster 4"
"O60907","TBL1X","Cluster 3"
"O60911","CTSV","Cluster 3"
"O60921","HUS1","Cluster 2"
"O60925","PFDN1","Cluster 1"
"O60927","PPP1R11","Cluster 1"
"O60930","RNASEH1","Cluster 3"
"O60934","NBN","Cluster 5"
"O60941","DTNB","Cluster 3"
"O60942","RNGTT","Cluster 2"
"O75030","MITF","Cluster 3"
"O75037","KIF21B","Cluster 3"
"O75044","SRGAP2","Cluster 2"
"O75051","PLXNA2","Cluster 3"
"O75052","NOS1AP","Cluster 3"
"O75056","SDC3","Cluster 3"
"O75063","FAM20B","Cluster 4"
"O75064","DENND4B","Cluster 3"
"O75069","TMCC2","Cluster 3"
"O75071","EFCAB14","Cluster 4"
"O75081","CBFA2T3","Cluster 3"
"O75083","WDR1","Cluster 2"
"O75084","FZD7","Cluster 3"
"O75093","SLIT1","Cluster 3"
"O75094","SLIT3","Cluster 3"
"O75095","MEGF6","Cluster 3"
"O75096","LRP4","Cluster 3"
"O75110","ATP9A","Cluster 3"
"O75113","N4BP1","Cluster 1"
"O75116","ROCK2","Cluster 2"
"O75121","MFAP3L","Cluster 3"
"O75123","ZNF623","Cluster 3"
"O75131","CPNE3","Cluster 2"
"O75132","ZBED4","Cluster 4"
"O75140","DEPDC5","Cluster 3"
"O75145","PPFIA3","Cluster 3"
"O75146","HIP1R","Cluster 2"
"O75147","OBSL1","Cluster 3"
"O75150","RNF40","Cluster 4"
"O75151","PHF2","Cluster 4"
"O75152","ZC3H11A","Cluster 5"
"O75153","CLUH","Cluster 2"
"O75155","CAND2","Cluster 3"
"O75157","TSC22D2","Cluster 1"
"O75164","KDM4A","Cluster 3"
"O75165","DNAJC13","Cluster 4"
"O75175","CNOT3","Cluster 1"
"O75177","SS18L1","Cluster 5"
"O75179","ANKRD17","Cluster 2"
"O75182","SIN3B","Cluster 4"
"O75185","ATP2C2","Cluster 3"
"O75190","DNAJB6","Cluster 3"
"O75191","XYLB","Cluster 3"
"O75197","LRP5","Cluster 3"
"O75204","TMEM127","Cluster 4"
"O75208","COQ9","Cluster 5"
"O75223","GGCT","Cluster 1"
"O75251","NDUFS7","Cluster 4"
"O75298","RTN2","Cluster 4"
"O75306","NDUFS2","Cluster 4"
"O75312","ZPR1","Cluster 1"
"O75317","USP12","Cluster 4"
"O75319","DUSP11","Cluster 5"
"O75323","NIPSNAP2","Cluster 4"
"O75326","SEMA7A","Cluster 3"
"O75334","PPFIA2","Cluster 3"
"O75340","PDCD6","Cluster 3"
"O75347","TBCA","Cluster 1"
"O75348","ATP6V1G1","Cluster 1"
"O75351","VPS4B","Cluster 1"
"O75354","ENTPD6","Cluster 3"
"O75356","ENTPD5","Cluster 4"
"O75362","ZNF217","Cluster 5"
"O75363","BCAS1","Cluster 3"
"O75367","H2AFY","Cluster 4"
"O75368","SH3BGRL","Cluster 3"
"O75369","FLNB","Cluster 3"
"O75376","NCOR1","Cluster 5"
"O75379","VAMP4","Cluster 4"
"O75380","NDUFS6","Cluster 5"
"O75381","PEX14","Cluster 5"
"O75382","TRIM3","Cluster 3"
"O75385","ULK1","Cluster 3"
"O75386","TULP3","Cluster 3"
"O75387","SLC43A1","Cluster 4"
"O75390","CS","Cluster 4"
"O75391","SPAG7","Cluster 1"
"O75394","MRPL33","Cluster 5"
"O75396","SEC22B","Cluster 4"
"O75398","DEAF1","Cluster 5"
"O75400","PRPF40A","Cluster 5"
"O75410","TACC1","Cluster 5"
"O75414","NME6","Cluster 4"
"O75420","GIGYF1","Cluster 1"
"O75427","LRCH4","Cluster 5"
"O75431","MTX2","Cluster 3"
"O75436","VPS26A","Cluster 2"
"O75438","NDUFB1","Cluster 5"
"O75439","PMPCB","Cluster 4"
"O75446","SAP30","Cluster 5"
"O75448","MED24","Cluster 4"
"O75449","KATNA1","Cluster 2"
"O75460","ERN1","Cluster 4"
"O75461","E2F6","Cluster 5"
"O75467","ZNF324","Cluster 4"
"O75475","PSIP1","Cluster 5"
"O75477","ERLIN1","Cluster 4"
"O75478","TADA2A","Cluster 5"
"O75486","SUPT3H","Cluster 3"
"O75487","GPC4","Cluster 3"
"O75489","NDUFS3","Cluster 5"
"O75494","SRSF10","Cluster 5"
"O75496","GMNN","Cluster 1"
"O75503","CLN5","Cluster 5"
"O75506","HSBP1","Cluster 5"
"O75508","CLDN11","Cluster 3"
"O75509","TNFRSF21","Cluster 3"
"O75521","ECI2","Cluster 3"
"O75525","KHDRBS3","Cluster 3"
"O75526","RBMXL2","Cluster 5"
"O75528","TADA3","Cluster 5"
"O75529","TAF5L","Cluster 4"
"O75530","EED","Cluster 4"
"O75531","BANF1","Cluster 5"
"O75533","SF3B1","Cluster 4"
"O75534","CSDE1","Cluster 3"
"O75553","DAB1","Cluster 3"
"O75554","WBP4","Cluster 5"
"O75558","STX11","Cluster 3"
"O75563","SKAP2","Cluster 3"
"O75564","JRK","Cluster 3"
"O75569","PRKRA","Cluster 1"
"O75570","MTRF1","Cluster 5"
"O75575","CRCP","Cluster 5"
"O75581","LRP6","Cluster 3"
"O75582","RPS6KA5","Cluster 3"
"O75586","MED6","Cluster 5"
"O75592","MYCBP2","Cluster 2"
"O75607","NPM3","Cluster 5"
"O75608","LYPLA1","Cluster 1"
"O75616","ERAL1","Cluster 4"
"O75629","CREG1","Cluster 5"
"O75643","SNRNP200","Cluster 4"
"O75648","TRMU","Cluster 4"
"O75663","TIPRL","Cluster 1"
"O75665","OFD1","Cluster 3"
"O75674","TOM1L1","Cluster 3"
"O75676","RPS6KA4","Cluster 2"
"O75683","SURF6","Cluster 4"
"O75688","PPM1B","Cluster 1"
"O75689","ADAP1","Cluster 3"
"O75691","UTP20","Cluster 4"
"O75694","NUP155","Cluster 4"
"O75695","RP2","Cluster 4"
"O75712","GJB3","Cluster 3"
"O75716","STK16","Cluster 4"
"O75717","WDHD1","Cluster 3"
"O75718","CRTAP","Cluster 4"
"O75746","SLC25A12","Cluster 4"
"O75764","TCEA3","Cluster 3"
"O75781","PALM","Cluster 3"
"O75787","ATP6AP2","Cluster 4"
"O75791","GRAP2","Cluster 3"
"O75792","RNASEH2A","Cluster 1"
"O75794","CDC123","Cluster 2"
"O75808","CAPN15","Cluster 3"
"O75815","BCAR3","Cluster 3"
"O75817","POP7","Cluster 5"
"O75818","RPP40","Cluster 4"
"O75828","CBR3","Cluster 3"
"O75832","PSMD10","Cluster 1"
"O75841","UPK1B","Cluster 3"
"O75843","AP1G2","Cluster 3"
"O75844","ZMPSTE24","Cluster 4"
"O75845","SC5D","Cluster 4"
"O75864","PPP1R37","Cluster 4"
"O75874","IDH1","Cluster 1"
"O75879","GATB","Cluster 4"
"O75880","SCO1","Cluster 5"
"O75882","ATRN","Cluster 4"
"O75884","RBBP9","Cluster 1"
"O75886","STAM2","Cluster 1"
"O75896","TUSC2","Cluster 3"
"O75909","CCNK","Cluster 4"
"O75911","DHRS3","Cluster 3"
"O75915","ARL6IP5","Cluster 4"
"O75925","PIAS1","Cluster 3"
"O75928","PIAS2","Cluster 3"
"O75934","BCAS2","Cluster 5"
"O75935","DCTN3","Cluster 2"
"O75937","DNAJC8","Cluster 1"
"O75940","SMNDC1","Cluster 5"
"O75943","RAD17","Cluster 3"
"O75947","ATP5PD","Cluster 5"
"O75954","TSPAN9","Cluster 3"
"O75955","FLOT1","Cluster 4"
"O75962","TRIO","Cluster 3"
"O75964","ATP5MG","Cluster 4"
"O75970","MPDZ","Cluster 3"
"O75971","SNAPC5","Cluster 1"
"O75976","CPD","Cluster 4"
"O75995","SASH3","Cluster 3"
"O76003","GLRX3","Cluster 1"
"O76021","RSL1D1","Cluster 4"
"O76024","WFS1","Cluster 3"
"O76027","ANXA9","Cluster 3"
"O76031","CLPX","Cluster 4"
"O76039","CDKL5","Cluster 3"
"O76041","NEBL","Cluster 3"
"O76054","SEC14L2","Cluster 3"
"O76061","STC2","Cluster 3"
"O76062","TM7SF2","Cluster 4"
"O76070","SNCG","Cluster 3"
"O76071","CIAO1","Cluster 1"
"O76074","PDE5A","Cluster 3"
"O76075","DFFB","Cluster 3"
"O76080","ZFAND5","Cluster 1"
"O76081","RGS20","Cluster 3"
"O76094","SRP72","Cluster 2"
"O76095","JTB","Cluster 4"
"O76096","CST7","Cluster 3"
"O77932","DXO","Cluster 2"
"O94759","TRPM2","Cluster 3"
"O94760","DDAH1","Cluster 3"
"O94761","RECQL4","Cluster 3"
"O94762","RECQL5","Cluster 4"
"O94763","URI1","Cluster 1"
"O94766","B3GAT3","Cluster 4"
"O94768","STK17B","Cluster 3"
"O94776","MTA2","Cluster 4"
"O94782","USP1","Cluster 3"
"O94788","ALDH1A2","Cluster 3"
"O94804","STK10","Cluster 2"
"O94806","PRKD3","Cluster 3"
"O94808","GFPT2","Cluster 3"
"O94811","TPPP","Cluster 3"
"O94813","SLIT2","Cluster 3"
"O94817","ATG12","Cluster 3"
"O94818","NOL4","Cluster 3"
"O94819","KBTBD11","Cluster 3"
"O94826","TOMM70","Cluster 5"
"O94829","IPO13","Cluster 2"
"O94830","DDHD2","Cluster 2"
"O94832","MYO1D","Cluster 3"
"O94842","TOX4","Cluster 5"
"O94851","MICAL2","Cluster 3"
"O94864","SUPT7L","Cluster 5"
"O94868","FCHSD2","Cluster 3"
"O94874","UFL1","Cluster 4"
"O94876","TMCC1","Cluster 4"
"O94880","PHF14","Cluster 5"
"O94885","SASH1","Cluster 3"
"O94886","TMEM63A","Cluster 3"
"O94887","FARP2","Cluster 4"
"O94888","UBXN7","Cluster 1"
"O94898","LRIG2","Cluster 4"
"O94900","TOX","Cluster 3"
"O94903","PLPBP","Cluster 1"
"O94905","ERLIN2","Cluster 4"
"O94906","PRPF6","Cluster 4"
"O94907","DKK1","Cluster 3"
"O94910","ADGRL1","Cluster 4"
"O94913","PCF11","Cluster 5"
"O94915","FRYL","Cluster 2"
"O94919","ENDOD1","Cluster 3"
"O94921","CDK14","Cluster 3"
"O94923","GLCE","Cluster 4"
"O94925","GLS","Cluster 4"
"O94927","HAUS5","Cluster 2"
"O94941","UBOX5","Cluster 1"
"O94952","FBXO21","Cluster 2"
"O94955","RHOBTB3","Cluster 3"
"O94972","TRIM37","Cluster 3"
"O94985","CLSTN1","Cluster 4"
"O94986","CEP152","Cluster 3"
"O94988","FAM13A","Cluster 3"
"O94991","SLITRK5","Cluster 3"
"O94992","HEXIM1","Cluster 5"
"O95059","RPP14","Cluster 3"
"O95067","CCNB2","Cluster 3"
"O95070","YIF1A","Cluster 4"
"O95071","UBR5","Cluster 4"
"O95073","FSBP","Cluster 3"
"O95081","AGFG2","Cluster 3"
"O95084","PRSS23","Cluster 3"
"O95104","SCAF4","Cluster 5"
"O95139","NDUFB6","Cluster 4"
"O95140","MFN2","Cluster 4"
"O95149","SNUPN","Cluster 1"
"O95154","AKR7A3","Cluster 3"
"O95159","ZFPL1","Cluster 4"
"O95163","ELP1","Cluster 2"
"O95164","UBL3","Cluster 4"
"O95167","NDUFA3","Cluster 5"
"O95168","NDUFB4","Cluster 4"
"O95169","NDUFB8","Cluster 4"
"O95178","NDUFB2","Cluster 4"
"O95182","NDUFA7","Cluster 5"
"O95183","VAMP5","Cluster 3"
"O95197","RTN3","Cluster 4"
"O95202","LETM1","Cluster 4"
"O95208","EPN2","Cluster 3"
"O95210","STBD1","Cluster 3"
"O95219","SNX4","Cluster 4"
"O95229","ZWINT","Cluster 3"
"O95232","LUC7L3","Cluster 5"
"O95235","KIF20A","Cluster 4"
"O95236","APOL3","Cluster 3"
"O95239","KIF4A","Cluster 4"
"O95243","MBD4","Cluster 5"
"O95249","GOSR1","Cluster 4"
"O95251","KAT7","Cluster 4"
"O95258","SLC25A14","Cluster 4"
"O95260","ATE1","Cluster 2"
"O95271","TNKS","Cluster 3"
"O95273","CCNDBP1","Cluster 2"
"O95274","LYPD3","Cluster 3"
"O95292","VAPB","Cluster 5"
"O95295","SNAPIN","Cluster 1"
"O95297","MPZL1","Cluster 4"
"O95298","NDUFC2","Cluster 4"
"O95299","NDUFA10","Cluster 4"
"O95302","FKBP9","Cluster 3"
"O95319","CELF2","Cluster 3"
"O95336","PGLS","Cluster 1"
"O95340","PAPSS2","Cluster 3"
"O95347","SMC2","Cluster 2"
"O95352","ATG7","Cluster 2"
"O95361","TRIM16","Cluster 3"
"O95363","FARS2","Cluster 4"
"O95365","ZBTB7A","Cluster 3"
"O95372","LYPLA2","Cluster 1"
"O95373","IPO7","Cluster 2"
"O95376","ARIH2","Cluster 2"
"O95379","TNFAIP8","Cluster 2"
"O95382","MAP3K6","Cluster 3"
"O95391","SLU7","Cluster 5"
"O95395","GCNT3","Cluster 3"
"O95396","MOCS3","Cluster 1"
"O95400","CD2BP2","Cluster 5"
"O95402","MED26","Cluster 5"
"O95405","ZFYVE9","Cluster 3"
"O95406","CNIH1","Cluster 4"
"O95415","BRI3","Cluster 4"
"O95425","SVIL","Cluster 3"
"O95427","PIGN","Cluster 4"
"O95428","PAPLN","Cluster 4"
"O95429","BAG4","Cluster 5"
"O95433","AHSA1","Cluster 2"
"O95436","SLC34A2","Cluster 3"
"O95445","APOM","Cluster 3"
"O95453","PARN","Cluster 4"
"O95456","PSMG1","Cluster 2"
"O95470","SGPL1","Cluster 4"
"O95471","CLDN7","Cluster 3"
"O95476","CTDNEP1","Cluster 4"
"O95477","ABCA1","Cluster 3"
"O95478","NSA2","Cluster 4"
"O95479","H6PD","Cluster 3"
"O95486","SEC24A","Cluster 2"
"O95487","SEC24B","Cluster 2"
"O95502","NPTXR","Cluster 3"
"O95503","CBX6","Cluster 5"
"O95528","SLC2A10","Cluster 3"
"O95544","NADK","Cluster 1"
"O95562","SFT2D2","Cluster 4"
"O95563","MPC2","Cluster 3"
"O95568","METTL18","Cluster 2"
"O95571","ETHE1","Cluster 5"
"O95573","ACSL3","Cluster 4"
"O95602","POLR1A","Cluster 4"
"O95613","PCNT","Cluster 3"
"O95619","YEATS4","Cluster 4"
"O95622","ADCY5","Cluster 3"
"O95625","ZBTB11","Cluster 4"
"O95630","STAMBP","Cluster 1"
"O95633","FSTL3","Cluster 5"
"O95639","CPSF4","Cluster 5"
"O95644","NFATC1","Cluster 3"
"O95670","ATP6V1G2","Cluster 3"
"O95671","ASMTL","Cluster 3"
"O95674","CDS2","Cluster 4"
"O95685","PPP1R3D","Cluster 2"
"O95707","POP4","Cluster 4"
"O95714","HERC2","Cluster 4"
"O95716","RAB3D","Cluster 3"
"O95721","SNAP29","Cluster 1"
"O95747","OXSR1","Cluster 2"
"O95749","GGPS1","Cluster 2"
"O95755","RAB36","Cluster 3"
"O95757","HSPA4L","Cluster 3"
"O95759","TBC1D8","Cluster 3"
"O95777","LSM8","Cluster 5"
"O95782","AP2A1","Cluster 4"
"O95785","WIZ","Cluster 5"
"O95786","DDX58","Cluster 3"
"O95793","STAU1","Cluster 1"
"O95801","TTC4","Cluster 1"
"O95810","CAVIN2","Cluster 3"
"O95816","BAG2","Cluster 3"
"O95817","BAG3","Cluster 1"
"O95819","MAP4K4","Cluster 3"
"O95822","MLYCD","Cluster 3"
"O95825","CRYZL1","Cluster 1"
"O95831","AIFM1","Cluster 4"
"O95832","CLDN1","Cluster 1"
"O95833","CLIC3","Cluster 3"
"O95835","LATS1","Cluster 3"
"O95848","NUDT14","Cluster 3"
"O95857","TSPAN13","Cluster 3"
"O95858","TSPAN15","Cluster 3"
"O95864","FADS2","Cluster 3"
"O95865","DDAH2","Cluster 1"
"O95870","ABHD16A","Cluster 4"
"O95872","GPANK1","Cluster 5"
"O95873","C6orf47","Cluster 4"
"O95881","TXNDC12","Cluster 5"
"O95900","TRUB2","Cluster 4"
"O95926","SYF2","Cluster 5"
"O95965","ITGBL1","Cluster 3"
"O95980","RECK","Cluster 3"
"O95983","MBD3","Cluster 5"
"O95985","TOP3B","Cluster 2"
"O95989","NUDT3","Cluster 2"
"O95994","AGR2","Cluster 3"
"O95996","APC2","Cluster 5"
"O95997","PTTG1","Cluster 1"
"O95999","BCL10","Cluster 1"
"O96000","NDUFB10","Cluster 5"
"O96005","CLPTM1","Cluster 4"
"O96006","ZBED1","Cluster 3"
"O96007","MOCS2","Cluster 1"
"O96008","TOMM40","Cluster 5"
"O96011","PEX11B","Cluster 4"
"O96013","PAK4","Cluster 3"
"O96014","WNT11","Cluster 5"
"O96015","DNAL4","Cluster 3"
"O96018","APBA3","Cluster 4"
"O96019","ACTL6A","Cluster 5"
"O96028","NSD2","Cluster 5"
"O96033","MOCS2","Cluster 1"
"P00167","CYB5A","Cluster 3"
"P00326","ADH1C","Cluster 3"
"P00352","ALDH1A1","Cluster 3"
"P00367","GLUD1","Cluster 4"
"P00374","DHFR","Cluster 1"
"P00390","GSR","Cluster 3"
"P00441","SOD1","Cluster 1"
"P00450","CP","Cluster 3"
"P00451","F8","Cluster 3"
"P00488","F13A1","Cluster 3"
"P00491","PNP","Cluster 2"
"P00492","HPRT1","Cluster 1"
"P00505","GOT2","Cluster 4"
"P00533","EGFR","Cluster 3"
"P00558","PGK1","Cluster 1"
"P00568","AK1","Cluster 3"
"P00734","F2","Cluster 3"
"P00736","C1R","Cluster 3"
"P00740","F9","Cluster 3"
"P00742","F10","Cluster 3"
"P00747","PLG","Cluster 3"
"P00749","PLAU","Cluster 3"
"P00750","PLAT","Cluster 3"
"P00813","ADA","Cluster 3"
"P00915","CA1","Cluster 3"
"P00918","CA2","Cluster 3"
"P00966","ASS1","Cluster 3"
"P00973","OAS1","Cluster 3"
"P01008","SERPINC1","Cluster 3"
"P01009","SERPINA1","Cluster 3"
"P01011","SERPINA3","Cluster 3"
"P01019","AGT","Cluster 3"
"P01023","A2M","Cluster 3"
"P01024","C3","Cluster 3"
"P01033","TIMP1","Cluster 3"
"P01034","CST3","Cluster 3"
"P01036","CST4","Cluster 3"
"P01100","FOS","Cluster 3"
"P01111","NRAS","Cluster 5"
"P01112","HRAS","Cluster 5"
"P01116","KRAS","Cluster 4"
"P01130","LDLR","Cluster 4"
"P01135","TGFA","Cluster 3"
"P01137","TGFB1","Cluster 3"
"P01583","IL1A","Cluster 3"
"P01584","IL1B","Cluster 3"
"P01591","JCHAIN","Cluster 3"
"P02008","HBZ","Cluster 3"
"P02042","HBD","Cluster 3"
"P02100","HBE1","Cluster 3"
"P02144","MB","Cluster 3"
"P02452","COL1A1","Cluster 3"
"P02458","COL2A1","Cluster 3"
"P02461","COL3A1","Cluster 3"
"P02462","COL4A1","Cluster 3"
"P02511","CRYAB","Cluster 3"
"P02545","LMNA","Cluster 5"
"P02549","SPTA1","Cluster 4"
"P02585","TNNC2","Cluster 3"
"P02647","APOA1","Cluster 3"
"P02649","APOE","Cluster 3"
"P02654","APOC1","Cluster 3"
"P02655","APOC2","Cluster 3"
"P02656","APOC3","Cluster 3"
"P02671","FGA","Cluster 3"
"P02675","FGB","Cluster 3"
"P02679","FGG","Cluster 3"
"P02686","MBP","Cluster 3"
"P02689","PMP2","Cluster 2"
"P02748","C9","Cluster 3"
"P02749","APOH","Cluster 3"
"P02750","LRG1","Cluster 3"
"P02751","FN1","Cluster 3"
"P02753","RBP4","Cluster 3"
"P02760","AMBP","Cluster 3"
"P02771","AFP","Cluster 3"
"P02786","TFRC","Cluster 4"
"P02787","TF","Cluster 3"
"P02792","FTL","Cluster 3"
"P02794","FTH1","Cluster 3"
"P02795","MT2A","Cluster 1"
"P03956","MMP1","Cluster 5"
"P03973","SLPI","Cluster 3"
"P04003","C4BPA","Cluster 3"
"P04004","VTN","Cluster 3"
"P04040","CAT","Cluster 5"
"P04049","RAF1","Cluster 2"
"P04062","GBA","Cluster 4"
"P04066","FUCA1","Cluster 3"
"P04080","CSTB","Cluster 1"
"P04083","ANXA1","Cluster 3"
"P04114","APOB","Cluster 4"
"P04150","NR3C1","Cluster 3"
"P04156","PRNP","Cluster 3"
"P04179","SOD2","Cluster 5"
"P04181","OAT","Cluster 3"
"P04183","TK1","Cluster 2"
"P04233","CD74","Cluster 3"
"P04271","S100B","Cluster 3"
"P04350","TUBB4A","Cluster 3"
"P04406","GAPDH","Cluster 1"
"P04424","ASL","Cluster 2"
"P04626","ERBB2","Cluster 3"
"P04632","CAPNS1","Cluster 2"
"P04637","TP53","Cluster 3"
"P04792","HSPB1","Cluster 3"
"P04818","TYMS","Cluster 2"
"P04843","RPN1","Cluster 4"
"P04899","GNAI2","Cluster 4"
"P04920","SLC4A2","Cluster 3"
"P04921","GYPC","Cluster 5"
"P05023","ATP1A1","Cluster 4"
"P05026","ATP1B1","Cluster 3"
"P05060","CHGB","Cluster 3"
"P05067","APP","Cluster 5"
"P05090","APOD","Cluster 3"
"P05091","ALDH2","Cluster 3"
"P05106","ITGB3","Cluster 3"
"P05107","ITGB2","Cluster 3"
"P05114","HMGN1","Cluster 5"
"P05120","SERPINB2","Cluster 3"
"P05121","SERPINE1","Cluster 3"
"P05129","PRKCG","Cluster 3"
"P05141","SLC25A5","Cluster 4"
"P05155","SERPING1","Cluster 5"
"P05156","CFI","Cluster 3"
"P05161","ISG15","Cluster 3"
"P05165","PCCA","Cluster 3"
"P05186","ALPL","Cluster 3"
"P05187","ALPP","Cluster 3"
"P05198","EIF2S1","Cluster 2"
"P05204","HMGN2","Cluster 5"
"P05362","ICAM1","Cluster 3"
"P05386","RPLP1","Cluster 1"
"P05387","RPLP2","Cluster 1"
"P05388","RPLP0","Cluster 2"
"P05412","JUN","Cluster 3"
"P05413","FABP3","Cluster 3"
"P05423","POLR3D","Cluster 5"
"P05455","SSB","Cluster 2"
"P05546","SERPIND1","Cluster 3"
"P05549","TFAP2A","Cluster 3"
"P05556","ITGB1","Cluster 4"
"P05937","CALB1","Cluster 3"
"P05997","COL5A2","Cluster 3"
"P06132","UROD","Cluster 1"
"P06213","INSR","Cluster 3"
"P06241","FYN","Cluster 3"
"P06276","BCHE","Cluster 3"
"P06280","GLA","Cluster 5"
"P06396","GSN","Cluster 1"
"P06400","RB1","Cluster 3"
"P06493","CDK1","Cluster 2"
"P06576","ATP5F1B","Cluster 5"
"P06703","S100A6","Cluster 3"
"P06731","CEACAM5","Cluster 3"
"P06733","ENO1","Cluster 1"
"P06737","PYGL","Cluster 3"
"P06744","GPI","Cluster 2"
"P06746","POLB","Cluster 5"
"P06748","NPM1","Cluster 5"
"P06753","TPM3","Cluster 3"
"P06756","ITGAV","Cluster 3"
"P06858","LPL","Cluster 3"
"P06865","HEXA","Cluster 4"
"P07099","EPHX1","Cluster 4"
"P07148","FABP1","Cluster 3"
"P07195","LDHB","Cluster 2"
"P07196","NEFL","Cluster 3"
"P07197","NEFM","Cluster 3"
"P07199","CENPB","Cluster 4"
"P07203","GPX1","Cluster 3"
"P07204","THBD","Cluster 3"
"P07205","PGK2","Cluster 3"
"P07225","PROS1","Cluster 3"
"P07237","P4HB","Cluster 4"
"P07311","ACYP1","Cluster 1"
"P07332","FES","Cluster 3"
"P07384","CAPN1","Cluster 2"
"P07437","TUBB","Cluster 1"
"P07451","CA3","Cluster 3"
"P07478","PRSS2","Cluster 3"
"P07585","DCN","Cluster 3"
"P07686","HEXB","Cluster 5"
"P07711","CTSL","Cluster 3"
"P07737","PFN1","Cluster 1"
